id,munin,vereda,longitud,latitud,tipo_fuente,equi_control,tipo_activ,proceso,nseguim,fecha_otro,fecha_ven,vigente,cont_evaluad,tipo_comb,alt_ptemi,diam_ptem,estudio,tit_minero,observacion,Coordenadas
1,Miraflores,Miraflores,-73.12896111,5.18630556,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.12896111 5.18630556)
2,Miraflores,Rusita,-73.17755556,5.22967778,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.17755556 5.22967778)
3,Samaca,Loma Redonda,-73.58503056,5.44802222,Centro De Acopio,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.58503056 5.44802222)
4,Pesca,Carbonera,-73.10144722,5.45523333,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.10144722 5.45523333)
5,Samaca,Loma Redonda,-73.56894444,5.45606389,1,NA,NA,NA,5,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.56894444 5.45606389)
6,Samaca,Paramo,-73.47614444,5.45875556,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.47614444 5.45875556)
7,Samaca,Loma Redonda,-73.56491667,5.45888333,1,NA,NA,NA,2,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.56491667 5.45888333)
8,Samaca,Loma Redonda,-73.56423889,5.46014722,1,NA,NA,NA,2,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.56423889 5.46014722)
9,Samaca,Loma Redonda,-73.56281389,5.46039167,1,NA,NA,NA,2,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.56281389 5.46039167)
10,Samaca,La Chorrera,-73.54764722,5.468525,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.54764722 5.468525)
11,Samaca,Salamanca,-73.51988889,5.46953889,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.51988889 5.46953889)
12,Samaca,La Chorrera,-73.54915278,5.47012778,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.54915278 5.47012778)
13,Samaca,La Chorrera,-73.55383611,5.471,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.55383611 5.471)
14,Samaca,Loma Redonda,-73.55186667,5.471025,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.55186667 5.471025)
15,Samaca,La Chorrera,-73.52940833,5.47152778,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.52940833 5.47152778)
16,Samaca,Loma Redonda,-73.55080278,5.47201944,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.55080278 5.47201944)
17,Samaca,La Chorrera,-73.54153611,5.47225278,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.54153611 5.47225278)
18,Samaca,Loma Redonda,-73.55276111,5.47255278,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.55276111 5.47255278)
19,Samaca,La Chorrera,-73.54281389,5.47331389,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.54281389 5.47331389)
20,Samaca,Salamanca,-73.52034167,5.47803056,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.52034167 5.47803056)
21,Samaca,Salamanca,-73.51322222,5.47880278,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.51322222 5.47880278)
22,Samaca,Pataguy,-73.50515278,5.4796,1,NA,NA,NA,3,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.50515278 5.4796)
23,Samaca,Chorrera Alto,-73.48834722,5.49331944,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.48834722 5.49331944)
24,Tunja,Chorro Blanco,-73.357375,5.49568056,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo; No Concuerda Con El Siux,POINT (-73.357375 5.49568056)
25,Siachoque,Firaya,-73.23559444,5.50668611,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.23559444 5.50668611)
26,Tunja,Centro,-73.36906111,5.51048611,NA,NA,NA,NA,2,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.36906111 5.51048611)
27,Siachoque,Cormechoque Arriba,-73.17215556,5.51455833,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo; No Concuerda Con El Siux,POINT (-73.17215556 5.51455833)
28,Cucaita,Chipacata,-73.46221389,5.52871944,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo; No Concuerda Con El Siux,POINT (-73.46221389 5.52871944)
29,Tunja,Pirgua,-73.34127778,5.52975833,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.34127778 5.52975833)
30,Tunja,Pirgua,-73.33422222,5.53061667,Chimenea,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.33422222 5.53061667)
31,Muzo,La Canada,-74.12135,5.532925,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-74.12135 5.532925)
32,Chivata,Ricaya,-73.29543889,5.53476111,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.29543889 5.53476111)
33,Tunja,Centro,-73.36246944,5.5352,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.36246944 5.5352)
34,Chivata,Ricaya,-73.29336944,5.53633333,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.29336944 5.53633333)
35,Muzo,Itoco,-74.14009722,5.53786944,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo; No Concuerda Con El Siux,POINT (-74.14009722 5.53786944)
36,Aquitania,Toquilla,-72.794225,5.54099444,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.794225 5.54099444)
37,Tunja,Pirgua,-73.33098333,5.54373333,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.33098333 5.54373333)
38,Tunja,Pirgua,-73.33109167,5.54376111,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.33109167 5.54376111)
39,Tunja,Pirgua,-73.33124444,5.54387778,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.33124444 5.54387778)
40,Tunja,Pirgua,-73.33124444,5.54388611,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.33124444 5.54388611)
41,Tunja,Pirgua,-73.33145833,5.54524444,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.33145833 5.54524444)
42,Tunja,Pirgua,-73.33136944,5.54539722,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.33136944 5.54539722)
43,Tunja,Pirgua,-73.33879444,5.546825,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo; No Concuerda Con El Siux,POINT (-73.33879444 5.546825)
44,Pesca,Buchin,-73.03903056,5.54780278,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo; No Concuerda Con El Siux,POINT (-73.03903056 5.54780278)
45,Chivata,Ricaya,-73.30214444,5.54861389,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.30214444 5.54861389)
46,Chivata,Ricaya,-73.30179167,5.54879444,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.30179167 5.54879444)
47,Chivata,Ricaya,-73.30119444,5.54973333,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.30119444 5.54973333)
48,Tunja,Pirgua,-73.33722778,5.55095556,Hornos,NA,NA,NA,2,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.33722778 5.55095556)
49,Tunja,Pirgua,-73.3373,5.55099167,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.3373 5.55099167)
50,Tunja,Tras Del Alto,-73.37521944,5.55227778,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.37521944 5.55227778)
51,Sora,Chicacaneca,-73.44441944,5.56136944,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.44441944 5.56136944)
52,Chivata,El Moral,-73.26736667,5.56659722,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo; No Concuerda Con El Siux,POINT (-73.26736667 5.56659722)
53,Motavita,Centro,-73.36443611,5.56660556,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.36443611 5.56660556)
54,Tinjaca,Funza,-73.67595556,5.57390833,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo; No Concuerda Con El Siux,POINT (-73.67595556 5.57390833)
55,Tunja,Pirgua,-73.31561111,5.57530556,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.31561111 5.57530556)
56,Sachica,El Espinal,-73.56295278,5.59086389,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo; No Concuerda Con El Siux,POINT (-73.56295278 5.59086389)
57,Iza,Botadero,-72.99773333,5.60108333,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.99773333 5.60108333)
58,Pesca,Suaneme,-73.072575,5.60411944,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.072575 5.60411944)
59,Pesca,Toboca,-73.00758611,5.60613611,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.00758611 5.60613611)
60,Motavita,Sote,-73.36836389,5.61708333,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.36836389 5.61708333)
61,Sachica,El Espinal,-73.57755,5.62110556,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo; No Concuerda Con El Siux,POINT (-73.57755 5.62110556)
62,Oicata,Porovita,-73.30530833,5.62637778,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo; No Concuerda Con El Siux,POINT (-73.30530833 5.62637778)
63,Sogamoso,Las Cintas,-72.87694167,5.62781667,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.87694167 5.62781667)
64,Iza,Usamena De Carichama,-72.97105,5.63315556,1,NA,NA,NA,2,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.97105 5.63315556)
65,Iza,Usamena De Carichama,-72.97100556,5.63322778,1,NA,NA,NA,2,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.97100556 5.63322778)
66,Combita,Zona Urbana,-73.32260833,5.63543611,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.32260833 5.63543611)
67,Sogamoso,Las Cintas,-72.872775,5.63566389,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.872775 5.63566389)
68,Villa De Leyva,Monquira,-73.53636667,5.63726389,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.53636667 5.63726389)
69,Sogamoso,Las Cintas,-72.85343889,5.63870556,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.85343889 5.63870556)
70,Combita,San Isidro,-73.3166,5.646875,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.3166 5.646875)
71,Sogamoso,Primera Chorrera,-72.93307778,5.65006944,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.93307778 5.65006944)
72,Combita,San Martin,-73.27511944,5.6656,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.27511944 5.6656)
73,Sogamoso,Pilar Y Ceibita,-72.90586389,5.66905556,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.90586389 5.66905556)
74,Sogamoso,Primera Chorrera,-72.92220278,5.67646667,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.92220278 5.67646667)
75,Firavitoba,Tintal,-72.98080833,5.68018889,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.98080833 5.68018889)
76,Sogamoso,Vanegas,-72.953675,5.68165556,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.953675 5.68165556)
77,Mongui,Hato Viejo,-72.85028333,5.68435556,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.85028333 5.68435556)
78,Tuta,Rio De Piedras,-73.25251111,5.68944722,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.25251111 5.68944722)
79,Sogamoso,Monquira,-72.91461111,5.69046667,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.91461111 5.69046667)
80,Mongui,Hato Viejo,-72.84975,5.69370278,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.84975 5.69370278)
81,Sogamoso,Primera Chorrera,-72.927975,5.69676667,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.927975 5.69676667)
82,Sogamoso,Zona Urbana,-72.94023056,5.69833611,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.94023056 5.69833611)
83,Sogamoso,Monquira,-72.91715833,5.69869722,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.91715833 5.69869722)
84,Sogamoso,Villita Malpaso,-72.92939444,5.70022222,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.92939444 5.70022222)
85,Tibasosa,La Carrera,-72.96055278,5.71343056,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.96055278 5.71343056)
86,Tibasosa,La Carrera,-72.96054444,5.71343889,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.96054444 5.71343889)
87,Tibasosa,La Carrera,-72.95918611,5.7149,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.95918611 5.7149)
88,Tibasosa,La Carrera,-72.95968333,5.71576944,Trituracion,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.95968333 5.71576944)
89,Mongui,Vallados,-72.83313056,5.71578056,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.83313056 5.71578056)
90,Sogamoso,Ombachita,-72.91663611,5.71616389,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.91663611 5.71616389)
91,Mongui,Centro,-72.85102222,5.71885833,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.85102222 5.71885833)
92,Tibasosa,La Carrera,-72.95499167,5.71939444,Planta De Trituracion,NA,NA,NA,2,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.95499167 5.71939444)
93,Sogamoso,Ombachita,-72.91586111,5.71976111,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.91586111 5.71976111)
94,Tibasosa,La Carrera,-72.955075,5.722125,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.955075 5.722125)
95,Sogamoso,Ombachita,-72.913725,5.72259444,Centro De Acopio,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.913725 5.72259444)
96,Sotaquira,Bosigas Centro,-73.22630278,5.72378611,NA,NA,NA,NA,1,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.22630278 5.72378611)
97,Sogamoso,Pantanitos,-72.91304722,5.72808056,Centro De Acopio,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.91304722 5.72808056)
98,Paipa,El Salitre,-73.13964444,5.72931111,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.13964444 5.72931111)
99,Sogamoso,Morca-La Ramada,-72.89793056,5.73109722,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.89793056 5.73109722)
100,Tibasosa,Patrocinio,-72.97345278,5.73188056,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.97345278 5.73188056)
101,Sotaquira,Bosigas,-73.20443611,5.73638333,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.20443611 5.73638333)
102,Sotaquira,Bosigas,-73.20398611,5.73662778,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.20398611 5.73662778)
103,Sotaquira,Bosigas,-73.20453611,5.73747778,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.20453611 5.73747778)
104,Mongui,Reginaldo,-72.85558056,5.73920833,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.85558056 5.73920833)
105,Tibasosa,El Espartal,-73.04896667,5.74185,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.04896667 5.74185)
106,Sogamoso,La Ramada,-72.899425,5.74188611,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.899425 5.74188611)
107,Sogamoso,La Ramada,-72.89674722,5.74540556,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.89674722 5.74540556)
108,Sogamoso,La Ramada,-72.89863056,5.74608889,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.89863056 5.74608889)
109,Sogamoso,Urbano,-72.90635833,5.74625833,Puntual,NA,NA,NA,2,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.90635833 5.74625833)
110,Sogamoso,Zona Urbana,-72.9047,5.74856944,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.9047 5.74856944)
111,Topaga,San Judas Tadeo,-72.84339444,5.74917222,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.84339444 5.74917222)
112,Sogamoso,Zona Urbana,-72.90545833,5.74966389,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.90545833 5.74966389)
113,Sogamoso,Zona Urbana,-72.90545833,5.74966389,Trituracion,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.90545833 5.74966389)
114,Sogamoso,Zona Urbana,-72.907425,5.74975833,Planta De Produccion De Asfalto,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.907425 5.74975833)
115,Nobsa,Las Caleras,-72.96112778,5.75155833,Molino De Cal Agropecuaria,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.96112778 5.75155833)
116,Sogamoso,Urbano,-72.91328889,5.75187778,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.91328889 5.75187778)
117,Nobsa,Guaquira,-72.94191667,5.75375278,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.94191667 5.75375278)
118,Nobsa,Las Caleras,-72.96441944,5.75383333,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.96441944 5.75383333)
119,Sogamoso,Zona Urbana,-72.90724444,5.75426111,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.90724444 5.75426111)
120,Paipa,Canocas,-73.13530556,5.75468333,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.13530556 5.75468333)
121,Nobsa,Guaquira,-72.93790556,5.75503889,Acopio Y Trituracion De Carbon,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.93790556 5.75503889)
122,Sogamoso,San Jose,-72.88349167,5.75666111,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.88349167 5.75666111)
123,Sogamoso,La Ramada,-72.89373611,5.75682778,Centro De Acopio,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.89373611 5.75682778)
124,Tibasosa,Suescun,-72.97568611,5.75755278,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.97568611 5.75755278)
125,Paipa,El Volcan,-73.16293889,5.76066944,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.16293889 5.76066944)
126,Sogamoso,San Jose,-72.87958611,5.76273056,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.87958611 5.76273056)
127,Sogamoso,San Jose Porvenir,-72.88059722,5.76279444,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.88059722 5.76279444)
128,Topaga,San Jose Porvenir,-72.87783333,5.76424444,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.87783333 5.76424444)
129,Paipa,El Volcan,-73.16633333,5.76483333,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.16633333 5.76483333)
130,Topaga,San Juan Nepomuceno,-72.877325,5.76508333,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.877325 5.76508333)
131,Paipa,El Volcan,-73.15805556,5.76510833,Hornos,NA,NA,NA,1,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.15805556 5.76510833)
132,Topaga,San Juan Nepomuceno,-72.87367778,5.76554722,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.87367778 5.76554722)
133,Topaga,San Juan Nepomuceno,-72.873525,5.76598889,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.873525 5.76598889)
134,Nobsa,Corregimiento De Belencito,-72.90188611,5.76600278,Planta De Trituracion Y Asfalto,NA,NA,NA,1,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.90188611 5.76600278)
135,Topaga,San Juan Nepomuceno,-72.87729722,5.76627778,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.87729722 5.76627778)
136,Topaga,San Juan Nepomuceno,-72.85423333,5.76685278,Acopio Y Trituracion De Carbon,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.85423333 5.76685278)
137,Nobsa,Corregimiento De Belencito,-72.89961667,5.76731111,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.89961667 5.76731111)
138,Paipa,El Volcan,-73.16410556,5.76936944,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.16410556 5.76936944)
139,Topaga,San Juan Nepomuceno,-72.85623333,5.77243611,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.85623333 5.77243611)
140,Paipa,El Volcan,-73.15125556,5.77286667,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.15125556 5.77286667)
141,Nobsa,Chameza Menor,-72.91742222,5.77337778,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.91742222 5.77337778)
142,Nobsa,Chameza Mayor,-72.91263889,5.77369167,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.91263889 5.77369167)
143,Paipa,Romita,-73.09498333,5.77428056,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.09498333 5.77428056)
144,Tibasosa,Vueltas,-72.99904167,5.77503889,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.99904167 5.77503889)
145,Topaga,San Jose Parpa,-72.82148889,5.77746667,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.82148889 5.77746667)
146,Paipa,Romita,-73.09987778,5.77904444,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.09987778 5.77904444)
147,Paipa,Sativa,-73.14113611,5.78324722,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.14113611 5.78324722)
148,Duitama,San Lorenzo,-73.07732778,5.78390556,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.07732778 5.78390556)
149,Paipa,Sativa,-73.14583611,5.78545,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.14583611 5.78545)
150,Topaga,San Jose,-72.81921111,5.78681944,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.81921111 5.78681944)
151,Paipa,Cruz De Bonza,-73.09438056,5.78895278,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.09438056 5.78895278)
152,Duitama,San Lorenzo,-73.06335833,5.79081667,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.06335833 5.79081667)
153,Topaga,San Jose,-72.81945278,5.790925,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.81945278 5.790925)
154,Topaga,San Jose,-72.81897222,5.79304722,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.81897222 5.79304722)
155,Sotaquira,Monte Redondo,-73.20638611,5.79573889,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.20638611 5.79573889)
156,Duitama,San Lorenzo,-73.05435556,5.79789722,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.05435556 5.79789722)
157,Duitama,Higueras,-73.03710556,5.80131944,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.03710556 5.80131944)
