id,munin,vereda,longitud,latitud,tipo_fuente,equi_control,tipo_activ,proceso,nseguim,fecha_otro,fecha_ven,vigente,cont_evaluad,tipo_comb,alt_ptemi,diam_ptem,estudio,tit_minero,observacion,Coordenadas
619,Sogamoso,Zona Urbana,-72.90747222,5.74872222,De Area,Otro,Fusion De Chatarra,Acopio,5,,07/13/2016 12:00:00 AM,No,NA,NA,,,NA,NA,No Se Diligencia La Columna Tipo De Combustible Ni Estado De Combustible; Ni Estudios Realizados; Por Que La Actividad No Requiere De Estos Conceptos,POINT (-72.90747222 5.74872222)
620,Sogamoso,Zona Urbana,-72.90661111,5.74858333,De Area,Otro,Fusion De Chatarra,Acopio,5,,07/13/2016 12:00:00 AM,No,NA,NA,,,NA,NA,No Se Diligencia La Columna Tipo De Combustible Ni Estado De Combustible; Ni Estudios Realizados; Por Que La Actividad No Requiere De Estos Conceptos,POINT (-72.90661111 5.74858333)
621,Sogamoso,Zona Urbana,-72.90680556,5.74780556,De Area,Otro,Fusion De Chatarra,Acopio,5,,07/13/2016 12:00:00 AM,No,NA,NA,,,NA,NA,No Se Diligencia La Columna Tipo De Combustible Ni Estado De Combustible; Ni Estudios Realizados; Por Que La Actividad No Requiere De Estos Conceptos,POINT (-72.90680556 5.74780556)
622,Sogamoso,Zona Urbana,-72.90694444,5.74727778,Caldera / Horno,Otro,Fusion De Chatarra,Acopio,5,,07/13/2016 12:00:00 AM,No,Nox,Gas Natural,,,Emisiones,NA,No Requiere De Permiso De Emisiones Teniendo En Cuenta Que Utiliza Combustible Gas Natural,POINT (-72.90694444 5.74727778)
623,Samaca,La Chorrera,-73.55063889,5.47255556,Caldera / Horno,Otro,Produccion De Coque,Horno,0,,,NA,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,30,2.5,Emisiones,NA,Ninguna,POINT (-73.55063889 5.47255556)
624,Samaca,La Chorrera,-73.55169444,5.47144444,Caldera / Horno,Otro,Produccion De Coque,Horno,0,,,NA,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,30,2.5,Emisiones,NA,Ninguna,POINT (-73.55169444 5.47144444)
625,Samaca,La Chorrera,-73.55130556,5.47122222,Caldera / Horno,Otro,Produccion De Coque,Horno,0,,,NA,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,30,2.5,Emisiones,NA,Ninguna,POINT (-73.55130556 5.47122222)
626,Samaca,La Chorrera,-73.55040556,5.47152222,Caldera / Horno,Otro,Produccion De Coque,Horno,0,,,NA,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,30,2.5,Emisiones,NA,Ninguna,POINT (-73.55040556 5.47152222)
627,Samaca,La Chorrera,-73.535,5.47552778,Caldera / Horno,NA,Produccion De Coque,Horno,4,,06/17/2014 12:00:00 AM,No,Mp; So2; Hct; Dioxinas; Furanos,Carbon,15,0.80000001,Emisiones,NA,No Se Diligencia La Columna Equipo De Control; Por Que El Proyecto No Cuenta Con Estos,POINT (-73.535 5.47552778)
628,Samaca,La Chorrera,-73.53522222,5.47530556,Caldera / Horno,NA,Produccion De Coque,Horno,4,,06/17/2014 12:00:00 AM,No,Mp; So2; Hct; Dioxinas; Furanos,Carbon,15,0.80000001,Emisiones,NA,No Se Diligencia La Columna Equipo De Control; Por Que El Proyecto No Cuenta Con Estos,POINT (-73.53522222 5.47530556)
629,Samaca,La Chorrera,-73.53455556,5.47563889,Dispersa,NA,Produccion De Coque,Acopio,4,,06/17/2014 12:00:00 AM,No,Material Particulado (Mp),NA,,,Calidad Del Aire,NA,No Se Diligencia La Columna Equipo De Control; Por Que La Actividad No Requiere De Contar Con Dicho Equipo; Tampoco La Columna Tipo De Combustible Ni Estado De Combustible; Ni Altura De Emision; Ni Diametro Del Punto De Emision; Por Que La Actividad No C,POINT (-73.53455556 5.47563889)
630,Samaca,La Chorrera,-73.54583333,5.47158333,Caldera / Horno,NA,Produccion De Coque,Horno,4,,11/23/2017 12:00:00 AM,No,Mp; So2; Hct; Dioxinas; Furanos,Carbon,150,8,Emisiones,NA,No Se Diligencia La Columna Equipo De Control; Por Que El Proyecto No Cuenta Con Estos,POINT (-73.54583333 5.47158333)
631,Sogamoso,La Ramada,-72.89076389,5.75404722,Caldera / Horno,Otro,Ladrillera,Horno,0,,,NA,Material Particulado; Dioxido De Azufre; Oxidos D*,Carbon,19.30999947,1.29999995,Emisiones,NA,Ninguna,POINT (-72.89076389 5.75404722)
632,Samaca,Loma Redonda,-73.55658889,5.46374444,Caldera / Horno,Otro,Produccion De Coque,Horno,0,,,NA,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,32,2.5,Emisiones,NA,Ninguna,POINT (-73.55658889 5.46374444)
633,Tasco,Pedregal,-72.77973611,5.917825,Dispersa,Otro,Trituracion,Trituracion,0,,,Si,Pm-10,NA,80,,Calidad Del Aire,NA,NA,POINT (-72.77973611 5.917825)
634,Tasco,Pedregal,-72.78030278,5.91781667,De Area,Otro,Centro De Acopio,Acopio,0,,,Si,Pm-10,NA,0,,Calidad Del Aire,943T,NA,POINT (-72.78030278 5.91781667)
635,Pauna,Monte Y Pinal,-73.9354,5.62332,Dispersa,Otro,Trituracion,Trituracion,0,,,Si,Pm10,NA,0,,Calidad Del Aire,00759-15,NA,POINT (-73.9354 5.62332)
636,Pauna,Monte Y Pinal,-73.93768,5.62187,Dispersa,Otro,Explotacion,Explotacion,0,,,Si,Pm10,NA,0,,Calidad Del Aire,00759-15,NA,POINT (-73.93768 5.62187)
637,Sogamoso,Ramada,-72.90681667,5.74924167,Dispersa,Filtro De Manga,Pulverizacion,Molienda,4,,,No,Material Particulado,Otro,,,Calidad Del Aire,NA,El Pryecto No Cuenta Con Punto De Descarga Por Lo Cual Las Columnas Z Y Aa; No Se Diligencian. Para El Caso De La Columna Y El Combustible O Energia Es La Electricidad; Por Lo Que El Estado Del Cobustible Eseia Amperios Y Esta No Esta,POINT (-72.90681667 5.74924167)
638,Sogamoso,Ramada,-72.90462222,5.74815556,Dispersa,,Acopio Y Trituracion,Acopio,2,,,No,Material Particulado,Otro,,,Calidad Del Aire,NA,No Cuenta Con Sistema De Control; Por Lo Que La Columna M No Se Diligencia. El Proyecto No Cuenta Con Punto De Descarga Por Lo Cual Las Columnas Z Y Aa; No Se Diligencian. Para El Caso De La Columna Y El Combustible O Energia Es La Electricidad; Por Lo Q,POINT (-72.90462222 5.74815556)
639,Tibasosa,La Carrera,-72.95503611,5.7196,Dispersa,Filtro De Manga,Trituracion,Molienda,3,,07/23/2019 12:00:00 AM,Si,Pm-10,Otro,30,5,Calidad Del Aire,NA,No Se Registra Informacion En La Columna Y Pues El Tipo De Combustible Es Energia Electrica Y Suy Estado Es Corriente Electrica O Amperajes,POINT (-72.95503611 5.7196)
640,Tibasosa,La Carrera,-72.95552222,5.71963889,De Area,,Trituracion,Acopio,3,,07/23/2019 12:00:00 AM,Si,Pm-10,,,,Calidad Del Aire,NA,No Se Registra Informacion En La Columna M Pues Es Un Acopio Y No Cuenta Con Sistema De Control. Al Igual Las Columnas X2; Y; Z Y Aa; Puesto Que El Desarrollo De La Accion O Actividad No Requiere De Combustible Y Su Altura De Emision No Cuenta,POINT (-72.95552222 5.71963889)
641,Tibasosa,La Carrera,-72.956825,5.71966667,De Area,,Trituracion,Acopio,3,,07/23/2019 12:00:00 AM,Si,Pm-10,,,,Calidad Del Aire,NA,No Se Registra Informacion En La Columna M Pues Es Un Acopio Y No Cuenta Con Sistema De Control. Al Igual Las Columnas X2; Y; Z Y Aa; Puesto Que El Desarrollo De La Accion O Actividad No Requiere De Combustible Y Su Altura De Emision No Cuenta,POINT (-72.956825 5.71966667)
642,Tibasosa,La Carrera,-72.95513333,5.71994167,De Area,,Trituracion,Acopio,3,,07/23/2019 12:00:00 AM,Si,Pm-10,,,,Calidad Del Aire,NA,No Se Registra Informacion En La Columna M Pues Es Un Acopio Y No Cuenta Con Sistema De Control. Al Igual Las Columnas X2; Y; Z Y Aa; Puesto Que El Desarrollo De La Accion O Actividad No Requiere De Combustible Y Su Altura De Emision No Cuenta,POINT (-72.95513333 5.71994167)
643,Tibasosa,Patrocinio,-72.96201111,5.73029444,Incineracion,Camaras,Horno Crematorio,Horno,2,,,Si,Material Particulado; Dioxido De Carbono; Hidroca*,Gas Natural,260,56,Emisiones,NA,Proyecto Con Solicitud De Desestimiento Del Permiso De Emisiones. Claro Esta Que Otro Operador Con Otro Permiso Iniciaria Actividades A Posteriori,POINT (-72.96201111 5.73029444)
644,Samaca,Loma Redonda,-73.55331389,5.472575,Caldera/ Horno,,Fabricacion De Productos De Hornos De Coque,Horno,3,,,No,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,150,15,Emisiones,NA,No Se Diligencia La Colunma M Por Que No Cuenta Con Sistema De Control. El Proyecto Se Le Vencion El Permiso De Emisiones; Pero Cuenta Con Solicitud De Renovacion; La Corporacion No Se Ha Pronunciado.,POINT (-73.55331389 5.472575)
645,Samaca,Loma Redonda,-73.55316944,5.47256111,Dispersa,,Fabricacion De Productos De Hornos De Coque,Acopio,3,,,No,Material Particulado,,,,Calidad Del Aire,NA,No Se Diligencia La Columna M Por Que El Acopio No Cuenta Con Sistema De Control; La Columna X; Y; Z Y Aa Por Que El Acopio Es En Tolva Y Su Descraga A La Atmosfera Es Dispersa Por No Encintrarse Confinada,POINT (-73.55316944 5.47256111)
646,Nobsa,Guaquira,-72.94057222,5.75910278,Caldera/ Horno,Filtro De Manga,Trituracion De Piedra Caliza Y Calcinacion,Horno,3,,,Si,Material Particulado,Carbon,120,5,Calidad Del Aire,NA,La Actividad No Requiere De Permiso De Emisiones. El Permiso Ante Corpoboyaca Es Por La Trituracion,POINT (-72.94057222 5.75910278)
647,Nobsa,Guaquira,-72.940675,5.75899167,Dispersa,Otro,Trituracion De Piedra Caliza Y Calcinacion,Trituracion,3,,,Si,Material Particulado,Otro,,,Calidad Del Aire,NA,Para El Caso De La Columna Y El Combustible O Energia Es La Electricidad; Por Lo Que El Estado Del Cobustible Son Los Amperios Y No Esta Definido. Z Y Aa No Se Diligencian Por Que Aplican Ya Que No Hay Descraga De Emisiones Mediante Chimenea,POINT (-72.940675 5.75899167)
648,Paipa,Volcan,-73.16980556,5.75416667,Caldera/ Horno,,Laminacion En Caliente,Horno,4,,,No,Material Particulado; Dioxido De Azufre Y Oxidos *,Fuel Oil,120,5,Emisiones,NA,No Se Diligencia La Colunma M Por Que No Cuenta Con Sistema De Control. El Proyecto Se Le Vencio El Permiso De Emisiones.,POINT (-73.16980556 5.75416667)
668,Socha,Alto,-72.65476944,6.01724167,Caldera/ Horno,Otro,Coquización,Horno,1,10/31/2017 12:00:00 AM,10/31/2022 12:00:00 AM,Si,Mp; So2 Hct; Dioxinas; Furanos,Carbon,350,25,Emisiones,NA,Hornos De Coquización Tipo Solera,POINT (-72.65476944 6.01724167)
649,Paipa,Volcan,-73.16313889,5.76080556,De Area,,Acopio De Carbon,Acopio,6,,,No,Material Particulado,,,,Calidad Del Aire,NA,No Se Diligencia La Columna M Por Que El Acopio No Cuenta Con Sistema De Control; La Columna X; Y; Z Y Aa Por Que El Acopio Es En Tolva Y Su Descarga A La Atmosfera Es Dispersa Por No Encontrarse Confinada. El Permiso Esta Vencido; Pero Ya No Debe Solici,POINT (-73.16313889 5.76080556)
650,Samaca,La Chorrera,-73.52741111,5.47828333,Caldera/ Horno,,Fabricacion De Productos De Hornos De Coque,Horno,4,,,Si,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,300,25,Emisiones,NA,No Se Diligencia La Columna M Por Que No Cuenta Con Sistema De Control. El Proyecto,POINT (-73.52741111 5.47828333)
651,Samaca,La Chorrera,-73.525,5.47891389,Dispersa,,Fabricacion De Productos De Hornos De Coque,Acopio,4,,,Si,Material Particulado; Dioxido De Azufre; Hidrocar*,,,,Calidad Del Aire,NA,No Se Diligencia La Columna M Por Que El Acopio No Cuenta Con Sistema De Control; La Columna X; Y; Z Y Aa Por Que El Acopio Es En Tolva Y Su Descraga A La Atmosfera Es Dispersa Por No Encontrarse Confinada,POINT (-73.525 5.47891389)
652,Samaca,La Chorrera,-73.52453056,5.47908333,Caldera/ Horno,,Fabricacion De Productos De Hornos De Coque,Horno,4,,,Si,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,300,25,Emisiones,NA,No Se Diligencia La Colunma M Por Que No Cuenta Con Sistema De Control.,POINT (-73.52453056 5.47908333)
653,Samaca,La Chorrera,-73.52565833,5.47862222,Dispersa,,Fabricacion De Productos De Hornos De Coque,Acopio,4,,,Si,Material Particulado; Dioxido De Azufre; Hidrocar*,,,,Calidad Del Aire,1,No Se Diligencia La Columna M Por Que El Acopio No Cuenta Con Sistema De Control; La Columna X; Y; Z Y Aa Por Que El Acopio Es En Tolva Y Su Descraga A La Atmosfera Es Dispersa Por No Encontrarse Confinada,POINT (-73.52565833 5.47862222)
654,Samaca,La Chorrera,-73.55361111,5.47088889,Caldera/ Horno,,Fabricacion De Productos De Hornos De Coque,Horno,3,,,No,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,150,10,Emisiones,NA,No Se Diligencia La Colunma M Por Que No Cuenta Con Sistema De Control. El Proyecto Se Le Vencion El Permiso De Emisiones; Pero Cuenta Con Solicitud De Renovacion; La Corporacion No Se Ha Pronunciado.,POINT (-73.55361111 5.47088889)
655,Samaca,La Chorrera,-73.553425,5.47081111,Dispersa,,Fabricacion De Productos De Hornos De Coque,Acopio,3,,,No,Material Particulado; Dioxido De Azufre; Hidrocar*,,,,Calidad Del Aire,NA,No Se Diligencia La Columna M Por Que El Acopio No Cuenta Con Sistema De Control; La Columna X; Y; Z Y Aa Por Que El Acopio Es En Tolva Y Su Descraga A La Atmosfera Es Dispersa Por No Encontrarse Confinada,POINT (-73.553425 5.47081111)
656,Samaca,La Chorrera,-73.54991111,5.46974167,Caldera/ Horno,,Fabricacion De Productos De Hornos De Coque,Horno,3,,,No,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,150,10,Emisiones,NA,No Se Diligencia La Colunma M Por Que No Cuenta Con Sistema De Control. El Proyecto Se Le Vencion El Permiso De Emisiones; Pero Cuenta Con Solicitud De Renovacion; La Corporacion No Se Ha Pronunciado.,POINT (-73.54991111 5.46974167)
657,Samaca,La Chorrera,-73.54990833,5.469625,Dispersa,,Fabricacion De Productos De Hornos De Coque,Acopio,3,,,No,Material Particulado; Dioxido De Azufre; Hidrocar*,,,,Calidad Del Aire,NA,No Se Diligencia La Columna M Por Que El Acopio No Cuenta Con Sistema De Control; La Columna X; Y; Z Y Aa Por Que El Acopio Es En Tolva Y Su Descraga A La Atmosfera Es Dispersa Por No Encontrarse Confinada,POINT (-73.54990833 5.469625)
658,Samaca,Loma Redonda,-73.55398889,5.47204167,Caldera/ Horno,,Fabricacion De Productos De Hornos De Coque,Horno,3,,,No,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,200,15,Emisiones,NA,No Se Diligencia La Colunma M Por Que No Cuenta Con Sistema De Control. El Proyecto Se Le Vencion El Permiso De Emisiones; Pero Cuenta Con Solicitud De Renovacion; La Corporacion No Se Ha Pronunciado.,POINT (-73.55398889 5.47204167)
659,Samaca,Loma Redonda,-73.55368889,5.47166111,Dispersa,,Fabricacion De Productos De Hornos De Coque,Acopio,3,,,No,Material Particulado; Dioxido De Azufre; Hidrocar*,,,,Calidad Del Aire,NA,No Se Diligencia La Columna M Por Que El Acopio No Cuenta Con Sistema De Control; La Columna X; Y; Z Y Aa Por Que El Acopio Es En Tolva Y Su Descraga A La Atmosfera Es Dispersa Por No Encontrarse Confinada,POINT (-73.55368889 5.47166111)
675,SAMACA,LA CHORRERA,-73.54205278,5.46873611,CALDERA/ HORNO,OTRO,COQUIZACION,HORNO,1,,,SI,SIN EVALUAR,CARBON,15,0.80000001,NA,NA,"NO REPOSA EN EL EXPEDIENTES LOS 
 ESTUDIOS ISOSINETICOS Y CALIDAD DEL AIRE. RESOLUCION 4864 DE 06 DE DIC DE 2017",POINT (-73.54205278 5.46873611)
660,Samaca,Loma Redonda,-73.55264444,5.47219444,Caldera/ Horno,,Fabricacion De Productos De Hornos De Coque,Horno,3,,,No,Material Particulado; Dioxido De Azufre; Hidrocar*,Carbon,200,15,Emisiones,NA,No Se Diligencia La Colunma M Por Que No Cuenta Con Sistema De Control. El Proyecto Se Le Vencion El Permiso De Emisiones; Pero Cuenta Con Solicitud De Renovacion; La Corporacion No Se Ha Pronunciado.,POINT (-73.55264444 5.47219444)
661,Socha,Alto,-72.65786111,6.01819444,De Area,Otro,Acopio De Carbon,Acopio,4,,,Si,NA,Carbon,,,,NA,El Titular Realizo Solicitud De Proroga Dentro De Los Terminos Establecidos,POINT (-72.65786111 6.01819444)
662,Socha,Waita,-72.71894444,5.98602778,De Area,Otro,Acopio De Carbon,Acopio,8,,,Si,NA,Carbon,50,,Calidad Del Aire,NA,El Titular Realizo Solicitud De Proroga Dentro De Los Terminos Establecidos Mediante Radicado 652 Del 22 De Enero De 2015.,POINT (-72.71894444 5.98602778)
663,Covarachia,Pena Lisa,-72.68986667,6.50306667,De Area,Otro,Trituradora,Trituracion,1,,01/31/2022 12:00:00 AM,Si,NA,Acpm,,,Calidad Del Aire,NA,NA,POINT (-72.68986667 6.50306667)
664,Socha,Alto,-72.65786111,6.01819444,De Area,Otro,Acopio De Carbon,Acopio,4,,,Si,NA,Carbon,,,,NA,El Titular Realizo Solicitud De Proroga Dentro De Los Terminos Establecidos,POINT (-72.65786111 6.01819444)
665,Socha,Waita,-72.71894444,5.98602778,De Area,Otro,Acopio De Carbon,Acopio,8,,,Si,NA,Carbon,50,,Calidad Del Aire,NA,El Titular Realizo Solicitud De Proroga Dentro De Los Terminos Establecidos Mediante Radicado 652 Del 22 De Enero De 2015.,POINT (-72.71894444 5.98602778)
666,Sogamoso,Ramada,-72.89677778,5.75772222,Dispersa,Otro,Trituración De Carbón,Trituración,0,,,No,Material Particulado,Carbon,,,Calidad Del Aire,NA,NA,POINT (-72.89677778 5.75772222)
667,Sogamoso,Ombachita,-72.9156,5.717275,Otro,Otro,Producción De Ladrillo,Horno,0,,,No,Material Particulado; Dióxido De Azufre; Dióxido *,Carbon,120,10,Emisiones,ÁREA DE R*,NA,POINT (-72.9156 5.717275)
669,Socha,Alto,-72.65490833,6.01804167,De Area,Otro,Almacenamiento Y Manejo De Carbón,Acopio,1,10/31/2017 12:00:00 AM,10/31/2022 12:00:00 AM,Si,Material Particulado,Carbon,,,Calidad Del Aire,070-89,Patio De Acopio No. 1 (Carbón),POINT (-72.65490833 6.01804167)
670,Socha,Alto,-72.65766111,6.01686389,De Area,Otro,Almacenamiento Y Manejo De Carbón,Acopio,1,10/31/2017 12:00:00 AM,10/31/2022 12:00:00 AM,Si,Material Particulado,Carbon,,,Calidad Del Aire,070-89,Patio De Acopio No. 2 (Carbón),POINT (-72.65766111 6.01686389)
671,TASCO,HORMEZAQUE,-72.75166111,5.97743472,CALDERA/ HORNO,FILTRO DE MANGA,PLANTA DE ASFALTO,HORNO,,,,NA,MATERIAL PARTICULADO (MP); OXIDOS DE AZUFRE (SO2)*,FUEL OIL,12.90999985,0.83999997,EMISIONES,NA,PERSMISO DE EMISIONES TRANSITORIAS NA,POINT (-72.75166111 5.97743472)
672,SAMACA,LA CHORRERA,-73.55088889,5.47208333,CALDERA/ HORNO,OTRO,COQUIZACION,HORNO,1,,,SI,MP-SO2-HCT-DIOXINAS Y FURANOS,CARBON,30,2.5,EMISIONES,NA,RESOLUCION 0798 DE 07 DE MAR DE 2018,POINT (-73.55088889 5.47208333)
673,SAMACA,LA CHORRERA,-73.53619444,5.47494722,CALDERA/ HORNO,OTRO,COQUIZACION,HORNO,1,,,SI,SIN EVALUAR,CARBON,10,0.69999999,NA,NA,"NO REPOSA EN EL EXPEDIENTES LOS 
 ESTUDIOS ISOSINETICOS Y CALIDAD DEL AIRE. RESOLUCION 4864 DE 06 DE DIC DE 2017",POINT (-73.53619444 5.47494722)
674,SAMACA,LA CHORRERA,-73.53629167,5.47469167,CALDERA/ HORNO,OTRO,COQUIZACION,HORNO,1,,,SI,SIN EVALUAR,CARBON,19,1.10000002,NA,NA,"NO REPOSA EN EL EXPEDIENTES LOS 
 ESTUDIOS ISOSINETICOS Y CALIDAD DEL AIRE. RESOLUCION 4864 DE 06 DE DIC DE 2017",POINT (-73.53629167 5.47469167)
676,SAMACA,LA CHORRERA,-73.53562778,5.47501667,CALDERA/ HORNO,OTRO,COQUIZACION,HORNO,1,,,SI,SIN EVALUAR,CARBON,10,0.69999999,NA,NA,"NO REPOSA EN EL EXPEDIENTES LOS 
 ESTUDIOS ISOSINETICOS Y CALIDAD DEL AIRE. RESOLUCION 4864 DE 06 DE DIC DE 2017",POINT (-73.53562778 5.47501667)
677,TOPAGA,SAN JUAN NEPOMUCENO,-72.852876,5.768478,OTRO,OTRO,TRITURACIÓN,TRITURACIÓN,0,,,SI,PM10,OTRO,3,,CALIDAD DEL AIRE,NA,NA,POINT (-72.852876 5.768478)
678,TOPAGA,SAN JUAN NEPOMUCENO,-72.853533,5.768982,OTRO,OTRO,TRITURACIÓN,TRITURACIÓN,0,,,SI,PM10,OTRO,3,,CALIDAD DEL AIRE,NA,NA,POINT (-72.853533 5.768982)
679,TOPAGA,SAN JUAN NEPOMUCENO,-72.853839,5.769403,OTRO,OTRO,TRITURACIÓN,TRITURACIÓN,0,,,SI,PM10,OTRO,3,,CALIDAD DEL AIRE,NA,NA,POINT (-72.853839 5.769403)
680,TOPAGA,SAN JUAN NEPOMUCENO,-72.853283,5.768064,DE AREA,OTRO,ACOPIO,ACOPIO,0,,,SI,PM10,OTRO,0,,CALIDAD DEL AIRE,NA,NA,POINT (-72.853283 5.768064)
681,SAMACA,LOMA REDONDA,-73.57277222,5.45093333,CALDERA/ HORNO,NA,COQUIZACION,HORNO,1,,,SI,NO PRESENTARON LOS MONITOREOS,CARBON,30,20,EMISIONES,NA,NO SE DILIGENCIO LA COLUMNA M TENIENDO EN CUENTA QUE NO SE CUENTA CON SISTEMA DE CONTROL. NO ALLEGARON LOS MONITOREOS DE EMISIONES ATMOSFERICAS AÑO 2018 43098,POINT (-73.57277222 5.45093333)
682,SAMACA,LOMA REDONDA,-73.57345,5.45163611,CALDERA/ HORNO,NA,COQUIZACION,HORNO,1,,,SI,NO PRESENTARON LOS MONITOREOS,CARBON,15,8,EMISIONES,NA,NO SE DILIGENCIO LA COLUMNA M TENIENDO EN CUENTA QUE NO SE CUENTA CON SISTEMA DE CONTROL.NO ALLECARON LOS MONITOREOS DE EMISIONES ATMOSFERICAS AÑO 2018 43098,POINT (-73.57345 5.45163611)
683,SAMACA,LOMA REDONDA,-73.55404722,5.47218056,CALDERA/ HORNO,NA,COQUIZACION,HORNO,1,,,NO,PM SO2,CARBON,20,43586,EMISIONES,NA,NO SE DILIGENCIA COLUMNA M YA QUE NO CUENTA CON SISTEMA DE CONTROL. EL PERMISO CUENTA CON RENOVACION; SIN EMBARGO CORPOBOYACA NO SE HA MANIFESTADO 40589,POINT (-73.55404722 5.47218056)
684,SAMACA,LOMA REDONDA,-73.55385278,5.47209167,CALDERA/ HORNO,NA,COQUIZACION,HORNO,1,,,NO,PM SO2,CARBON,20,43586,EMISIONES,NA,NO SE DILIGENCIA COLUMNA M YA QUE NO CUENTA CON SISTEMA DE CONTROL. EL PERMISO CUENTA CON RENOVACION; SIN EMBARGO CORPOBOYACA NO SE HA MANIFESTADO 40589,POINT (-73.55385278 5.47209167)
685,SAMACA,LA CHORRERA,-73.54825,5.47180556,CALDERA/ HORNO,OTRO,COQUIZACION,HORNO,4,,,si,MP;SO2;HCT,CARBON,22,43525,EMISIONES,NA,MEDIANTE RESOLUCIÓN NO 0422 DE 15 DE FEBRERO DE 2018 RENUEVA PERMISO DE EMISIONES RESOLUCIÓN NO 570 DE 26 DE MAYO DE 2019 OTORGA PERMISO DE EMISIONES,POINT (-73.54825 5.47180556)
686,SAMACA,LOMA REDONDA,-73.56275,5.46052778,CALDERA/ HORNO,OTRO,COQUIZACION,HORNO,5,,,si,MP;SO2;HCT,CARBON,22,43525,EMISIONES,NA,MEDIANTE RESOLUCIÓN NO 0436 DE 16 DE FEBRERO DE 2018 RENUEVA PERMISO DE EMISIONES RESOLUCIÓN NO 1528 DE 16 DE JUNIO DE 2010 OTORGA PERMISO DE EMISIONES,POINT (-73.56275 5.46052778)
687,PAIPA,VOLCAN,-73.15768889,5.76480556,DISPERSA,OTRO,ACOPIO,ACOPIO,3,,,NO,MP,NA,,,CALIDAD DEL AIRE,NA,18 de octubre de 2011 Resolución No 3029,POINT (-73.15768889 5.76480556)
688,PAIPA,VOLCAN,-73.16325278,5.7608,DISPERSA,OTRO,ACOPIO,ACOPIO,6,,,NO,PM-10,NA,,,CALIDAD DEL AIRE,NA,16 Noviembre 2010. Resol. No 3130,POINT (-73.16325278 5.7608)
689,PAIPA,VOLCAN,-73.16292222,5.76005278,DISPERSA,OTRO,ACOPIO,ACOPIO,3,,,NO,PM-10,NA,,,CALIDAD DEL AIRE,NA,12 Junio 2012. Resol. No 1886,POINT (-73.16292222 5.76005278)
690,COVARACHIA,PENA LISA,-72.68986667,6.50316667,DE AREA,OTRO,TRITURADORA,TRITURACION,1,,,SI,PM-10; LAeq; RUIDO ESPECIFICO; RUIDO RESIDUAL,ACPM,,,CALIDAD DE AIRE; RUIDO,NA,LA MAYORIA DE LA ENERGIA EN EL SISTEMA ES DE TIPO ELECTRICO 0197 DEL 30/01/2017,POINT (-72.68986667 6.50316667)
691,SAMACA,LA CHORRERA,-73.54526389,5.47394444,CALDERA/ HORNO,NA,COQUIZACION,HORNO,3,,,SI,MP; SO2; HCT; D&F,CARBON,25,20,EMISIONES,NA,NO SE DILIGENCIO LA COLUMNA M TENIENDO EN CUENTA QUE NO SE CUENTA CON SISTEMA DE CONTROL. 41928,POINT (-73.54526389 5.47394444)
692,SAMACA,LA CHORRERA,-73.54145278,5.48063611,CALDERA/ HORNO,NA,COQUIZACION,HORNO,3,,,SI,MP; SO2; HCT; D&F,CARBON,15,1.10000002,EMISIONES,NA,NO SE DILIGENCIO LA COLUMNA M TENIENDO EN CUENTA QUE NO SE CUENTA CON SISTEMA DE CONTROL. 41928,POINT (-73.54145278 5.48063611)
693,SAMACA,LA CHORRERA,-73.54696389,5.46915083,CALDERA/ HORNO,NA,COQUIZACION,HORNO,5,,,SI,MP; SO2; SO2 E HCT,CARBON,18,2.5,EMISIONES,NA,CORPOBOYACA MEDIANTE AUTO 0666 DE 27 DE ABRIL DE 2016 DA INICIO A TRAMITE ADMINISTRATIVI DE RENOVACION DEL PERMISO DE EMISIONES ATMOSFERICAS. NO SE DILIGENCIA LA COLUMNA M TENIENDO EN CUENTA QUE NO SE CUENTA CON SISTEMA DE CONTROL. 39674,POINT (-73.54696389 5.46915083)
694,SAMACA,LA CHORRERA,-73.54890556,5.47039722,CALDERA/ HORNO,NA,COQUIZACION,HORNO,1,,,SI,MP-SO2-HCT-D&F-MP10,CARBON,17,1.5,EMISIONES,NA,NO SE DILIGENCIO LA COLUMNA M TENIENDO EN CUENTA QUE AUN NO CUENTA CON SISTEMA DE CONTROL; SE ENCUENTRA DENTRO DEL TIEMPO PARA SU PRESENTACIÓN 43098,POINT (-73.54890556 5.47039722)
